% Model:              BSweep_HighdefMappedMesh.mph
% Version:            COMSOL 6.4.0.293
% Date:               May 2 2026, 18:04
% Dimension:          2
% Nodes:              33838
% Expressions:        3
% Description:        Current density, r-component, Velocity field, phi-component, 
% Length unit:        mm
% r                       z                        B0                       ec.Jr (A/m^2)            v (m/s)                  B0 (T)
0.108770184345858         0.5                      0.5                      26.461518281845656       -9.454164797040016E-6    0.5
0.1089355269291381        0.5                      0.5                      26.421042254583593       -9.619435309373604E-6    0.5
0.10910302772819305       0.5                      0.5                      26.380276264691815       -9.785936590301583E-6    0.5
0.10927052852724801       0.5                      0.5                      26.33951031648538        -9.95243787122957E-6     0.5
0.10944021571325575       0.5                      0.5                      26.29845451686686        -1.0120168877266576E-5   0.5
0.10960990289926349       0.5                      0.5                      26.257398759465087       -1.028789988330358E-5    0.5
0.10978180501112017       0.5                      0.5                      26.216053302863212       -1.0456859307675376E-5   0.5
0.10995370712297686       0.5                      0.5                      26.17470788867454        -1.0625818732047176E-5   0.5
0.11012785307209669       0.5                      0.5                      26.1330729677208         -1.0796004999372349E-5   0.5
0.11030199902121651       0.5                      0.5                      26.091438089418954       -1.0966191266697504E-5   0.5
0.11047841809639417       0.5                      0.5                      26.049513937818297       -1.1137602527628741E-5   0.5
0.1106548371715718        0.5                      0.5                      26.007589829300706       -1.1309013788559985E-5   0.5
0.11083355904390843       0.5                      0.5                      25.96537672067764        -1.1481647914385835E-5   0.5
0.11101228091624504       0.5                      0.5                      25.92316365592339        -1.1654282040211683E-5   0.5
0.11119333564413858       0.5                      0.5                      25.880661905838792       -1.1828136617418619E-5   0.5
0.11137439037203212       0.5                      0.5                      25.83816020006818        -1.2001991194625566E-5   0.5
0.11155780840623244       0.5                      0.5                      25.795370164176866       -1.2177063519421296E-5   0.5
0.11174122644043279       0.5                      0.5                      25.752580172830914       -1.2352135844217014E-5   0.5
0.11192703862916345       0.5                      0.5                      25.7095022476569         -1.252842291701568E-5    0.5
0.11211285081789409       0.5                      0.5                      25.66642436764321        -1.2704709989814339E-5   0.5
0.11230108841204016       0.5                      0.5                      25.62305899051408        -1.2882208509683535E-5   0.5
0.11248932600618622       0.5                      0.5                      25.579693659335767       -1.3059707029552731E-5   0.5
0.11268002066455043       0.5                      0.5                      25.53604130892039        -1.3238413388623379E-5   0.5
0.11287071532291464       0.5                      0.5                      25.492389004809596       -1.3417119747694027E-5   0.5
0.11306389911754186       0.5                      0.5                      25.44845020004531        -1.359703002553335E-5    0.5
0.11325708291216909       0.5                      0.5                      25.404511441602573       -1.3776940303372663E-5   0.5
0.11345278833374048       0.5                      0.5                      25.3602867421597         -1.3958050261320792E-5   0.5
0.11364849375531187       0.5                      0.5                      25.316062089568696       -1.4139160219268928E-5   0.5
0.11384675371860922       0.5                      0.5                      25.271552095775174       -1.432146529473956E-5    0.5
0.11404501368190659       0.5                      0.5                      25.22704214883445        -1.4503770370210186E-5   0.5
0.11424586153134811       0.5                      0.5                      25.182247500779066       -1.4687265670955738E-5   0.5
0.11444670938078964       0.5                      0.5                      25.137452900460254       -1.4870760971701287E-5   0.5
0.11465017889603812       0.5                      0.5                      25.092374278730986       -1.505544127004332E-5    0.5
0.11485364841128659       0.5                      0.5                      25.04729570556051        -1.5240121568385351E-5   0.5
0.11505977381293045       0.5                      0.5                      25.001933831029376       -1.542598129541018E-5    0.5
0.11526589921457434       0.5                      0.5                      24.95657200522218        -1.561184102243502E-5    0.5
0.11547471516988332       0.5                      0.5                      24.910927637746102       -1.5798874262155607E-5   0.5
0.11568353112519224       0.5                      0.5                      24.865283319824865       -1.5985907501876174E-5   0.5
0.1158950727539475        0.5                      0.5                      24.81935725924047        -1.6174107985359944E-5   0.5
0.1161066143827028        0.5                      0.5                      24.773431248338134       -1.6362308468843713E-5   0.5
0.11632091726310395       0.5                      0.5                      24.727224332826975       -1.655166956830766E-5    0.5
0.1165352201435051        0.5                      0.5                      24.68101746733552        -1.6741030667771597E-5   0.5
0.11675232031815388       0.5                      0.5                      24.634530574446295       -1.693154539064452E-5    0.5
0.11696942049280268       0.5                      0.5                      24.588043731625987       -1.712206011351744E-5    0.5
0.11718935447476446       0.5                      0.5                      24.54127777586622        -1.7313721096469457E-5   0.5
0.11740928845672624       0.5                      0.5                      24.494511870939647       -1.750538207942147E-5    0.5
0.1176320932356714        0.5                      0.5                      24.447467805791526       -1.7698181582362342E-5   0.5
0.11785489801461653       0.5                      0.5                      24.400423791912598       -1.7890981085303208E-5   0.5
0.11808061106304135       0.5                      0.5                      24.353102606979167       -1.8084910985348597E-5   0.5
0.11830632411146617       0.5                      0.5                      24.305781474131535       -1.827884088539398E-5    0.5
0.11853498339099514       0.5                      0.5                      24.258184197094867       -1.8473892670800808E-5   0.5
0.11876364267052411       0.5                      0.5                      24.210586971845252       -1.8668944456207616E-5   0.5
0.11899528663829473       0.5                      0.5                      24.162714665532953       -1.886510922027886E-5    0.5
0.11922693060606533       0.5                      0.5                      24.11484241144367        -1.9061273984350113E-5   0.5
0.11946159822119574       0.5                      0.5                      24.066696174079745       -1.925854241930918E-5    0.5
0.11969626583632612       0.5                      0.5                      24.018549989508088       -1.9455810854268247E-5   0.5
0.1199339965664677        0.5                      0.5                      23.97013095479296        -1.9654173245103595E-5   0.5
0.12017172729660926       0.5                      0.5                      23.92171197320293        -1.9852535635938936E-5   0.5
0.12041256112458437       0.5                      0.5                      23.87302130851953        -2.0051981854219085E-5   0.5
0.12065339495255949       0.5                      0.5                      23.824330697402466       -2.025142807249922E-5    0.5
0.12089737238308601       0.5                      0.5                      23.775369604209605       -2.0451947570158804E-5   0.5
0.12114134981361255       0.5                      0.5                      23.72640856478556        -2.0652467067818376E-5   0.5
0.12138851188011628       0.5                      0.5                      23.677178276433803       -2.0854048870915565E-5   0.5
0.12163567394661996       0.5                      0.5                      23.627948042324043       -2.1055630674012757E-5   0.5
0.12188606221813575       0.5                      0.5                      23.578449824422872       -2.125826337645839E-5    0.5
0.12213645048965154       0.5                      0.5                      23.52895166140321        -2.1460896078904025E-5   0.5
0.12239010707781453       0.5                      0.5                      23.47918681046401        -2.166456783616281E-5    0.5
0.12264376366597751       0.5                      0.5                      23.42942201506103        -2.1868239593421595E-5   0.5
0.1229007312321059        0.5                      0.5                      23.379391858231507       -2.207293811618617E-5    0.5
0.12315769879823427       0.5                      0.5                      23.329361756677816       -2.2277636638950742E-5   0.5
0.12341802056050408       0.5                      0.5                      23.27906764972122        -2.2483349186788525E-5   0.5
0.12367834232277386       0.5                      0.5                      23.2287735982422         -2.2689061734626304E-5   0.5
0.12394206206348773       0.5                      0.5                      23.178216924908906       -2.28957751096001E-5     0.5
0.1242057818042016        0.5                      0.5                      23.12766030758284        -2.3102488484573893E-5   0.5
0.12447294387715238       0.5                      0.5                      23.076842478965006       -2.3310189024836445E-5   0.5
0.12474010595010315       0.5                      0.5                      23.026024707270857       -2.3517889565098993E-5   0.5
0.12501075528803346       0.5                      0.5                      22.97494716123175        -2.372656313846199E-5    0.5
0.1252814046259637        0.5                      0.5                      22.92386967204108        -2.393523671182498E-5    0.5
0.1255555867481229        0.5                      0.5                      22.872533870622817       -2.414486870930326E-5    0.5
0.12582976887028208       0.5                      0.5                      22.821198126586886       -2.435450070678153E-5    0.5
0.12610752989008217       0.5                      0.5                      22.76960555638705        -2.4565076036113E-5      0.5
0.1263852909098822        0.5                      0.5                      22.718013043681072       -2.4775651365444457E-5   0.5
0.1266666775426532        0.5                      0.5                      22.666165213286554       -2.498715444458611E-5    0.5
0.12694806417542417       0.5                      0.5                      22.61431744081959        -2.519865752372776E-5    0.5
0.12723312374627094       0.5                      0.5                      22.56221588089113        -2.5411072274328853E-5   0.5
0.12751818331711773       0.5                      0.5                      22.51011437910216        -2.5623487024929935E-5   0.5
0.12780696376887962       0.5                      0.5                      22.457760640137984       -2.5836796865782864E-5   0.5
0.12809574422064152       0.5                      0.5                      22.405406959679354       -2.6050106706635786E-5   0.5
0.12838829412195546       0.5                      0.5                      22.35280261145803        -2.6264294547105352E-5   0.5
0.12868084402326935       0.5                      0.5                      22.300198322090576       -2.6478482387574905E-5   0.5
0.12897721257673825       0.5                      0.5                      22.247344951389536       -2.6693530621006904E-5   0.5
0.12927358113020715       0.5                      0.5                      22.19449164019992        -2.6908578854438907E-5   0.5
0.12957381818067532       0.5                      0.5                      22.141390850994306       -2.712446935154923E-5    0.5
0.12987405523114354       0.5                      0.5                      22.088290121218126       -2.7340359848659577E-5   0.5
0.1301782112740798        0.5                      0.5                      22.03494353166729        -2.7557073950904367E-5   0.5
0.130482367317016         0.5                      0.5                      21.981597001767053       -2.7773788053149117E-5   0.5
0.13079049350700622       0.5                      0.5                      21.92800624321619        -2.799130656607737E-5    0.5
0.13109861969699638       0.5                      0.5                      21.87441554507132        -2.8208825079005594E-5   0.5
0.1314107678563467        0.5                      0.5                      21.820582261414913       -2.8427128265595357E-5   0.5
0.13172291601569708       0.5                      0.5                      21.76674903816253        -2.8645431452185137E-5   0.5
0.13203913864315026       0.5                      0.5                      21.71267488343443        -2.8864499026164894E-5   0.5
0.13235536127060338       0.5                      0.5                      21.658600789715305       -2.9083566600144657E-5   0.5
0.13267571155016772       0.5                      0.5                      21.60428742664324        -2.930337771930073E-5    0.5
0.13299606182973206       0.5                      0.5                      21.549974124993255       -2.9523188838456782E-5   0.5
0.13332059363962656       0.5                      0.5                      21.495423224354546       -2.9743722097928885E-5   0.5
0.13364512544952106       0.5                      0.5                      21.440872385050877       -2.996425535740099E-5    0.5
0.13397389337123655       0.5                      0.5                      21.386085622835978       -3.018548878296737E-5    0.5
0.1343026612929521        0.5                      0.5                      21.331298922173737       -3.0406722208533743E-5   0.5
0.13463572062043166       0.5                      0.5                      21.276277978459525       -3.06286332498881E-5     0.5
0.1349687799479113        0.5                      0.5                      21.221257096658878       -3.085054429124245E-5    0.5
0.13530618669684924       0.5                      0.5                      21.166003654475716       -3.107310981526409E-5    0.5
0.13564359344578714       0.5                      0.5                      21.110750274367337       -3.129567533928571E-5    0.5
0.1359854043630504        0.5                      0.5                      21.055266017096244       -3.151887162330598E-5    0.5
0.13632721528031372       0.5                      0.5                      20.999781822370327       -3.1742067907326255E-5   0.5
0.13667348785348576       0.5                      0.5                      20.94406843343286        -3.196587063239288E-5    0.5
0.13701976042665778       0.5                      0.5                      20.88835510695694        -3.2189673357459485E-5   0.5
0.13737055289370714       0.5                      0.5                      20.832414266611806       -3.241405760160217E-5    0.5
0.13772134536075653       0.5                      0.5                      20.77647348882174        -3.263844184574484E-5    0.5
0.13807671671983168       0.5                      0.5                      20.72030687325912        -3.286338207724445E-5    0.5
0.13843208807890683       0.5                      0.5                      20.66414032068915        -3.308832230874406E-5    0.5
0.1387920980982586        0.5                      0.5                      20.60774960036651        -3.3313792379408836E-5   0.5
0.13915210811761036       0.5                      0.5                      20.551358943411447       -3.3539262450073615E-5   0.5
0.13951681734564428       0.5                      0.5                      20.494745781403076       -3.3765235588525846E-5   0.5
0.1398815265736782        0.5                      0.5                      20.438132682686405       -3.3991208726978064E-5   0.5
0.1402509963491378        0.5                      0.5                      20.381298732484943       -3.421765753195461E-5    0.5
0.1406204661245974        0.5                      0.5                      20.324464845683337       -3.4444106336931154E-5   0.5
0.14099475858688043       0.5                      0.5                      20.26741174990468        -3.4671002770602074E-5   0.5
0.14136905104916342       0.5                      0.5                      20.210358717603032       -3.489789920427299E-5    0.5
0.1417482291487729        0.5                      0.5                      20.15308810605883        -3.512521458558251E-5    0.5
0.14212740724838235       0.5                      0.5                      20.095817557988795       -3.535252996689202E-5    0.5
0.1425115347575137        0.5                      0.5                      20.03833104576149        -3.558023496492635E-5    0.5
0.14289566226664507       0.5                      0.5                      19.980844597550934       -3.5807939962960655E-5   0.5
0.14328480378991199       0.5                      0.5                      19.92314378416483        -3.6036004590347835E-5   0.5
0.1436739453131789        0.5                      0.5                      19.865443034684873       -3.626406921773501E-5    0.5
0.14406816629847863       0.5                      0.5                      19.807529501418585       -3.649246282408219E-5    0.5
0.14446238728377836       0.5                      0.5                      19.749616031986104       -3.672085643042936E-5    0.5
0.14486175403329915       0.5                      0.5                      19.691491340672194       -3.694954769580309E-5    0.5
0.14526112078281994       0.5                      0.5                      19.633366713255477       -3.717823896117682E-5    0.5
0.1456657004641922        0.5                      0.5                      19.575032404357017       -3.740719588963297E-5    0.5
0.14607028014556445       0.5                      0.5                      19.516698159639542       -3.7636152818089106E-5   0.5
0.14648014080315713       0.5                      0.5                      19.458155751119293       -3.7865342731258586E-5   0.5
0.14689000146074987       0.5                      0.5                      19.399613406664347       -3.809453264442808E-5    0.5
0.14730521202711488       0.5                      0.5                      19.340864392188593       -3.83239221751663E-5     0.5
0.1477204225934799        0.5                      0.5                      19.28211544132197        -3.8553311705904504E-5   0.5
0.14814105290094515       0.5                      0.5                      19.22316128812644        -3.8782866792011304E-5   0.5
0.1485616832084104        0.5                      0.5                      19.164207198623362       -3.901242187811809E-5    0.5
0.14898780400082484       0.5                      0.5                      19.105049346529213       -3.924210775613738E-5    0.5
0.14941392479323928       0.5                      0.5                      19.04589155814922        -3.947179363415666E-5    0.5
0.14984560773787098       0.5                      0.5                      18.986531418432733       -3.9701574833263785E-5   0.5
0.1502772906825027        0.5                      0.5                      18.927171342156825       -3.993135603237092E-5    0.5
0.15071460838209214       0.5                      0.5                      18.867610295397142       -4.0161196368357566E-5   0.5
0.1511519260816815        0.5                      0.5                      18.808049311929146       -4.0391036704344174E-5   0.5
0.15159495208665213       0.5                      0.5                      18.748288707006637       -4.0620899273710565E-5   0.5
0.15203797809162278       0.5                      0.5                      18.688528165159237       -4.085076184307696E-5    0.5
0.15248678691245152       0.5                      0.5                      18.628569317902304       -4.108060901724247E-5    0.5
0.15293559573328025       0.5                      0.5                      18.56861053352584        -4.1310456191407975E-5   0.5
0.15339026285302876       0.5                      0.5                      18.508454725628624       -4.154024961105086E-5    0.5
0.15384492997277727       0.5                      0.5                      18.448298980159393       -4.1770043030693736E-5   0.5
0.1543055318597871        0.5                      0.5                      18.387947457728693       -4.1999743600232545E-5   0.5
0.15476613374679693       0.5                      0.5                      18.327595997560948       -4.222944416977135E-5    0.5
0.15523274786755067       0.5                      0.5                      18.26704997014943        -4.2459012052000864E-5   0.5
0.15569936198830436       0.5                      0.5                      18.20650400464911        -4.268857993423035E-5    0.5
0.15617206682045381       0.5                      0.5                      18.145764644779213       -4.291797454512504E-5    0.5
0.15664477165260327       0.5                      0.5                      18.08502534617474        -4.3147369156019716E-5   0.5
0.1571236466981688        0.5                      0.5                      18.02409378758648        -4.337654915972014E-5    0.5
0.15760252174373435       0.5                      0.5                      17.963162289772693       -4.360572916342055E-5    0.5
0.15808764754247578       0.5                      0.5                      17.90203962708553        -4.383465246741694E-5    0.5
0.15857277334121722       0.5                      0.5                      17.8409170246236         -4.4063575771413316E-5   0.5
0.15906423148417914       0.5                      0.5                      17.77960431301357        -4.4292199521943064E-5   0.5
0.15955568962714106       0.5                      0.5                      17.718291661060466       -4.452082327247281E-5    0.5
0.1600535627703758        0.5                      0.5                      17.656789914996047       -4.4749103850149036E-5   0.5
0.16055143591361049       0.5                      0.5                      17.595288228025492       -4.497738442782525E-5    0.5
0.161055807792079         0.5                      0.5                      17.53359842168412        -4.520527744351377E-5    0.5
0.16156017967054756       0.5                      0.5                      17.471908673382767       -4.543317045920229E-5    0.5
0.16207113511220306       0.5                      0.5                      17.410031739480765       -4.566063075016687E-5    0.5
0.16258209055385855       0.5                      0.5                      17.348154863054145       -4.588809104113143E-5    0.5
0.16309971549391286       0.5                      0.5                      17.286091693495564       -4.611507266746653E-5    0.5
0.16361734043396714       0.5                      0.5                      17.224028580397768       -4.63420542938016E-5     0.5
0.16414172192934395       0.5                      0.5                      17.161780025910936       -4.6568510535174275E-5   0.5
0.16466610342472077       0.5                      0.5                      17.099531527012765       -4.679496677654694E-5    0.5
0.16519732966869727       0.5                      0.5                      17.037098397422206       -4.7020850129269587E-5   0.5
0.16572855591267377       0.5                      0.5                      16.974665322391367       -4.724673348199223E-5    0.5
0.1662667162497136        0.5                      0.5                      16.912048387009875       -4.747199565644985E-5    0.5
0.16680487658675336       0.5                      0.5                      16.849431504994968       -4.769725783090746E-5    0.5
0.16735006152753268       0.5                      0.5                      16.786631493215936       -4.7921849749363326E-5   0.5
0.16789524646831197       0.5                      0.5                      16.723831533554037       -4.814644166781919E-5    0.5
0.16844754770494247       0.5                      0.5                      16.660849135511427       -4.8370313462625186E-5   0.5
0.16899984894157302       0.5                      0.5                      16.597866788266778       -4.859418525743118E-5    0.5
0.16955935936302283       0.5                      0.5                      16.534702655709737       -4.8817286269668876E-5   0.5
0.17011886978447277       0.5                      0.5                      16.471538572656332       -4.904038728190658E-5    0.5
0.1706856834921894        0.5                      0.5                      16.40819332052449        -4.926266606048774E-5    0.5
0.17125249719990604       0.5                      0.5                      16.344848116383776       -4.948494483906889E-5    0.5
0.17182670952364254       0.5                      0.5                      16.281322323702504       -4.9706349140324285E-5   0.5
0.17240092184737904       0.5                      0.5                      16.217796577332837       -4.9927753441579686E-5   0.5
0.1729826293612271        0.5                      0.5                      16.15409078913318        -5.014823022936695E-5    0.5
0.17356433687507514       0.5                      0.5                      16.090385045546014       -5.0368707017154196E-5   0.5
0.1741536374137075        0.5                      0.5                      16.026499774704135       -5.0588202463516754E-5   0.5
0.17474293795233994       0.5                      0.5                      15.962614546464767       -5.080769790987931E-5    0.5
0.1753399306274649        0.5                      0.5                      15.898550275658891       -5.1026157396289506E-5   0.5
0.1759369233025899        0.5                      0.5                      15.834486045520453       -5.124461688269969E-5    0.5
0.17654170851962014       0.5                      0.5                      15.770243229724457       -5.146198500192082E-5    0.5
0.1771464937366504        0.5                      0.5                      15.706000452632875       -5.167935312114195E-5    0.5
0.17775917321159002       0.5                      0.5                      15.641579522067367       -5.1895573679745124E-5   0.5
0.17837185268652958       0.5                      0.5                      15.577158627813038       -5.211179423834827E-5    0.5
0.17899252946308106       0.5                      0.5                      15.512559990468887       -5.2326810259921644E-5   0.5
0.17961320623963245       0.5                      0.5                      15.447961387116031       -5.254182628149502E-5    0.5
0.18024198470652694       0.5                      0.5                      15.383185432202744       -5.2755580010584E-5      0.5
0.18087076317342138       0.5                      0.5                      15.318409508760311       -5.296933373967297E-5    0.5
0.1815077490819757        0.5                      0.5                      15.253456610479127       -5.318176664649182E-5    0.5
0.18214473499053          0.5                      0.5                      15.188503740740842       -5.339419955331067E-5    0.5
0.18279003547243225       0.5                      0.5                      15.123374261763928       -5.360525233926694E-5    0.5
0.18343533595433445       0.5                      0.5                      15.058244808582359       -5.381630512522319E-5    0.5
0.18408905953966195       0.5                      0.5                      14.992939104493793       -5.40259177292981E-5     0.5
0.1847427831249896        0.5                      0.5                      14.927633423154365       -5.423553033337301E-5    0.5
0.18540503976046238       0.5                      0.5                      14.862151847219671       -5.444364193940221E-5    0.5
0.1860672963959351        0.5                      0.5                      14.79667029095328        -5.4651753545431405E-5   0.5
0.1867381974634069        0.5                      0.5                      14.731013198725414       -5.4858302590331856E-5   0.5
0.18740909853087862       0.5                      0.5                      14.665356122640866       -5.5064851635232306E-5   0.5
0.1880887568660698        0.5                      0.5                      14.599523877507409       -5.526977581822257E-5    0.5
0.18876841520126092       0.5                      0.5                      14.533691644843167       -5.547470000121281E-5    0.5
0.18945694511273592       0.5                      0.5                      14.46768462328356        -5.567793629407514E-5    0.5
0.19014547502421097       0.5                      0.5                      14.401677610446129       -5.588117258693748E-5    0.5
0.19084299231260332       0.5                      0.5                      14.335496208550637       -5.6082657245371696E-5   0.5
0.19154050960099567       0.5                      0.5                      14.269314811425605       -5.6284141903805924E-5   0.5
0.1922471315784839        0.5                      0.5                      14.202959451043704       -5.6483810479926046E-5   0.5
0.192953753555972         0.5                      0.5                      14.136604091251591       -5.6683479056046174E-5   0.5
0.1936695990660096        0.5                      0.5                      14.070075226841517       -5.6881266412072185E-5   0.5
0.1943854445760472        0.5                      0.5                      14.003546358622003       -5.7079053768098196E-5   0.5
0.19511063401335077       0.5                      0.5                      13.936844484656184       -5.727489409129642E-5    0.5
0.1958358234506544        0.5                      0.5                      13.870142602231837       -5.747073441449465E-5    0.5
0.19657047878145203       0.5                      0.5                      13.803268260701806       -5.7664561233421406E-5   0.5
0.19730513411224967       0.5                      0.5                      13.736393905672166       -5.785838805234816E-5    0.5
0.19804937889479401       0.5                      0.5                      13.669347694102754       -5.805013425445216E-5    0.5
0.19879362367733838       0.5                      0.5                      13.602301463850381       -5.824188045655616E-5    0.5
0.19954758308268705       0.5                      0.5                      13.53508404383112        -5.8431478307196256E-5   0.5
0.20030154248803572       0.5                      0.5                      13.467866599866063       -5.862107615783634E-5    0.5
0.20106534332110343       0.5                      0.5                      13.400478706273297       -5.8808457320772035E-5   0.5
0.2018291441541713        0.5                      0.5                      13.333090783001275       -5.899583848370776E-5    0.5
0.20260291487505683       0.5                      0.5                      13.265533232744481       -5.918093404312071E-5    0.5
0.20337668559594232       0.5                      0.5                      13.197975647087091       -5.9366029602533655E-5   0.5
0.20416055634153313       0.5                      0.5                      13.130249349807507       -5.954877008663848E-5    0.5
0.20494442708712382       0.5                      0.5                      13.062523010713825       -5.9731510570743285E-5   0.5
0.20573852969298337       0.5                      0.5                      12.994628978043963       -5.991182597704727E-5    0.5
0.20653263229884292       0.5                      0.5                      12.926734897263252       -6.009214138335126E-5    0.5
0.2073371003213837        0.5                      0.5                      12.858674254291422       -6.026996120562243E-5    0.5
0.20814156834392444       0.5                      0.5                      12.790613556367035       -6.044778102789358E-5    0.5
0.20895653708286982       0.5                      0.5                      12.722387552275947       -6.062303428489646E-5    0.5
0.20977150582181517       0.5                      0.5                      12.654161486224012       -6.079828754189933E-5    0.5
0.2105971123429552        0.5                      0.5                      12.585771506143857       -6.097090280795847E-5    0.5
