% Model:              B0-sweep_MappedMesh.mph
% Version:            COMSOL 6.4.0.293
% Date:               May 2 2026, 14:12
% Dimension:          2
% Nodes:              1421
% Expressions:        3
% Description:        Current density, r-component, Velocity field, phi-component, z-coordinate
% Length unit:        mm
% r                       z                        ec.Jr (A/m^2)            v (m/s)                  z (mm)
0.101815895436641         0.5                      20.615457022395674       -1.169653270645036E-5    0.5
0.1018475923360257        0.5                      20.609019384064624       -1.1894985002122467E-5   0.5
0.10187928923541034       0.5                      20.602581894778325       -1.2093437297794534E-5   0.5
0.10191114505510784       0.5                      20.596117911774485       -1.2292501938780484E-5   0.5
0.10194300087480535       0.5                      20.58965402304983        -1.2491566579766386E-5   0.5
0.10197501641160234       0.5                      20.58316349478841        -1.2691243348732825E-5   0.5
0.10200703194839933       0.5                      20.576673038427828       -1.289092011769923E-5    0.5
0.10203920800307735       0.5                      20.570155829715645       -1.3091208770375374E-5   0.5
0.10207138405775537       0.5                      20.563638706484483       -1.3291497423051457E-5   0.5
0.10210372143511082       0.5                      20.557094649646842       -1.3492397687922731E-5   0.5
0.10213605881246626       0.5                      20.55055065725179        -1.3693297952794055E-5   0.5
0.1021685583213307        0.5                      20.54397955068282        -1.3894809530795479E-5   0.5
0.10220105783019512       0.5                      20.537408551391536       -1.409632110879673E-5    0.5
0.10223372028345527       0.5                      20.530810316667385       -1.4298443673001164E-5   0.5
0.10226638273671537       0.5                      20.5242121987543         -1.450056623720562E-5    0.5
0.10229920895133357       0.5                      20.517586604092628       -1.4703299432512844E-5   0.5
0.10233203516595174       0.5                      20.510961128448855       -1.4906032627820014E-5   0.5
0.10236502596298647       0.5                      20.504308100780577       -1.5109376070642415E-5   0.5
0.10239801676002122       0.5                      20.497655161584362       -1.5312719513464812E-5   0.5
0.10243117296464746       0.5                      20.490974454115758       -1.551667279140951E-5    0.5
0.10246432916927373       0.5                      20.484293851100887       -1.572062606935417E-5    0.5
0.10249765161080372       0.5                      20.477585341357894       -1.5925188740905216E-5   0.49999999999999994
0.10253097405233373       0.5                      20.470876891957573       -1.6129751412456238E-5   0.5
0.10256446356423769       0.5                      20.464140402738906       -1.633492300665341E-5    0.5
0.10259795307614165       0.5                      20.457404026583106       -1.6540094600850646E-5   0.5
0.10263161049606848       0.5                      20.45063935730724        -1.674587461696568E-5    0.5
0.10266526791599531       0.5                      20.44387481337293        -1.6951654633080634E-5   0.5
0.10269909408579386       0.5                      20.437081839564144       -1.7158042540292843E-5   0.5
0.10273292025559243       0.5                      20.430288998932014       -1.736443044750503E-5    0.5
0.10276691602133231       0.5                      20.42346752242912        -1.7571425684573052E-5   0.5
0.10280091178707218       0.5                      20.416646126105547       -1.7778420921641053E-5   0.5
0.1028350779990649        0.5                      20.409796005960118       -1.7986022896572395E-5   0.5
0.10286924421105761       0.5                      20.40294599490153        -1.8193624871503635E-5   0.5
0.10290358172387795       0.5                      20.39606701202439        -1.8401832961223537E-5   0.5
0.10293791923669834       0.5                      20.38918810625941        -1.8610041050943487E-5   0.5
0.10297242890920577       0.5                      20.382280075634696       -1.881885460096048E-5    0.5
0.10300693858171321       0.5                      20.37537216981798        -1.9027668150977416E-5   0.5
0.1030416212770733        0.5                      20.368434909739904       -1.9237086475046598E-5   0.5
0.10307630397243339       0.5                      20.361497801777375       -1.9446504799115814E-5   0.5
0.10311116055813938       0.5                      20.354531164600758       -1.9656527178900166E-5   0.5
0.10314601714384533       0.5                      20.347564652034777       -1.986654955868452E-5    0.5
0.10318104849173979       0.5                      20.340568439445974       -2.007717524341372E-5    0.5
0.10321607983963423       0.5                      20.333572328464015       -2.028780092814293E-5    0.5
0.10325128682593104       0.5                      20.326546339617153       -2.0499029134271254E-5   0.5
0.10328649381222788       0.5                      20.31952048415721        -2.0710257340399556E-5   0.49999999999999994
0.10332187731753392       0.5                      20.312464505231333       -2.092208725125868E-5    0.5
0.10335726082284          0.5                      20.30540866337634        -2.1133917162117882E-5   0.5
0.1033928217321775        0.5                      20.29832251574669        -2.1346347927571362E-5   0.49999999999999994
0.10342838264151495       0.5                      20.291236558149762       -2.155877869302476E-5    0.5
0.10346412184434321       0.5                      20.28412009744568        -2.177180942911662E-5    0.5
0.10349986104717143       0.5                      20.27700374900826        -2.198484016520846E-5    0.5
0.10353577943740924       0.5                      20.269856766716543       -2.2198469953811367E-5   0.5
0.10357169782764707       0.5                      20.26270985167821        -2.2412099742414267E-5   0.5
0.10360779630369538       0.5                      20.255532064395766       -2.2626327630876893E-5   0.5
0.10364389477974367       0.5                      20.248354405822766       -2.284055551933951E-5    0.5
0.10368017424450751       0.5                      20.241145696124306       -2.3055380520127596E-5   0.5
0.10371645370927138       0.5                      20.233937109801218       -2.3270205520915593E-5   0.5
0.10375291507018285       0.5                      20.226697225126827       -2.348562661125498E-5    0.5
0.10378937643109432       0.5                      20.21945744336861        -2.370104770159445E-5    0.5
0.10382602060013518       0.5                      20.21218619359678        -2.3917063823109956E-5   0.5
0.10386266476917602       0.5                      20.204915041822375       -2.4133079944625438E-5   0.5
0.10389949266290041       0.5                      20.19761220948442        -2.434969000297716E-5    0.5
0.10393632055662479       0.5                      20.190309502195817       -2.4566300061328888E-5   0.5
0.10397333309618219       0.5                      20.182974866398297       -2.4783502925847177E-5   0.5
0.10401034563573959       0.5                      20.175640385883128       -2.5000705790365453E-5   0.5
0.10404754374689806       0.5                      20.168273704622834       -2.521850029368419E-5    0.5
0.10408474185805652       0.5                      20.160907223959327       -2.5436294797002854E-5   0.5
