% Model:              Height_Sweep_HighdefMappedMesh.mph
% Version:            COMSOL 6.4.0.293
% Date:               May 2 2026, 22:47
% Dimension:          2
% Nodes:              28470
% Expressions:        3
% Description:        Current density, r-component, Velocity field, phi-component, 
% Length unit:        mm
% r                       z                        height                   ec.Jr (A/m^2)            v (m/s)                  height (mm)
0.14121424008655314       0.25                     5.0E-4                   24.20749818702143        -1.4687384423742314E-4   0.5
0.14148290701823457       0.25                     5.0E-4                   24.068029957104045       -1.4720581107773278E-4   0.5
0.14175157394991603       0.25                     5.0E-4                   23.928558621167554       -1.4753777791804242E-4   0.5
0.14202143471834353       0.25                     5.0E-4                   23.788537513535175       -1.4786015988718486E-4   0.5
0.14229129548677102       0.25                     5.0E-4                   23.64851329423493        -1.481825418563273E-4    0.5
0.14256235539682582       0.25                     5.0E-4                   23.507969117867106       -1.4849537110690303E-4   0.5
0.1428334153068806        0.25                     5.0E-4                   23.367421827994008       -1.4880820035747877E-4   0.5
0.14310567968701654       0.25                     5.0E-4                   23.226385203677637       -1.4911151092044262E-4   0.5
0.14337794406715249       0.25                     5.0E-4                   23.085345466755825       -1.494148214834065E-4    0.5
0.14365141826950067       0.25                     5.0E-4                   22.94384779881443        -1.4970864927486908E-4   0.5
0.14392489247184886       0.25                     5.0E-4                   22.802347024160326       -1.500024770663317E-4    0.5
0.1441995818723229        0.25                     5.0E-4                   22.66042048942245        -1.5028685989309452E-4   0.5
0.14447427127279694       0.25                     5.0E-4                   22.51849084990056        -1.505712427198574E-4    0.5
0.14475018127119865       0.25                     5.0E-4                   22.376168367010905       -1.5084622028365373E-4   0.5
0.1450260912696003        0.25                     5.0E-4                   22.23384278528431        -1.5112119784745008E-4   0.5
0.1453032272897257        0.25                     5.0E-4                   22.09115799259007        -1.5138681174786277E-4   0.5
0.14558036330985108       0.25                     5.0E-4                   21.948470110620065       -1.5165242564827547E-4   0.5
0.14585873079959732       0.25                     5.0E-4                   21.805457339797158       -1.5190871938430657E-4   0.5
0.14613709828934357       0.25                     5.0E-4                   21.662441496260953       -1.5216501312033767E-4   0.5
0.14641670272081558       0.25                     5.0E-4                   21.519135757489266       -1.524120320906031E-4    0.5
0.14669630715228765       0.25                     5.0E-4                   21.375826957356026       -1.5265905106086854E-4   0.5
0.14697715402190634       0.25                     5.0E-4                   21.23226390004993        -1.5289684256239517E-4   0.5
0.14725800089152502       0.25                     5.0E-4                   21.08869779586564        -1.5313463406392184E-4   0.5
0.14754009572013463       0.25                     5.0E-4                   20.94491368046397        -1.533632472895232E-4    0.5
0.14782219054874424       0.25                     5.0E-4                   20.80112653841195        -1.5359186051512458E-4   0.5
0.1481055388817213        0.25                     5.0E-4                   20.657158215270783       -1.5381134654933454E-4   0.5
0.1483888872146984        0.25                     5.0E-4                   20.513186889171493       -1.5403083258354455E-4   0.5
0.1486734946220607        0.25                     5.0E-4                   20.36907176614318        -1.5424124439708916E-4   0.5
0.148958102029423         0.25                     5.0E-4                   20.224953664243003       -1.5445165621063385E-4   0.5
0.14924397410593898       0.25                     5.0E-4                   20.080729671143445       -1.546530486534228E-4    0.5
0.14952984618245496       0.25                     5.0E-4                   19.936502726507115       -1.5485444109621186E-4   0.5
0.1498169885477537        0.25                     5.0E-4                   19.79220828878556        -1.5504687088883345E-4   0.5
0.1501041309130524        0.25                     5.0E-4                   19.647910929171076       -1.5523930068145515E-4   0.5
0.15039254921173412       0.25                     5.0E-4                   19.503584929612543       -1.5542282640515937E-4   0.5
0.15068096751041582       0.25                     5.0E-4                   19.359256041257822       -1.5560635212886364E-4   0.5
0.15097066741216286       0.25                     5.0E-4                   19.214937787550298       -1.5578103421402082E-4   0.5
